base,ligand,solvent,concentration,temperature,yield,cost
KOAc,JackiePhos,BuCN,0.153,105,21.86,0.3635055
KOAc,CgMe-PPh,BuCN,0.153,105,50.75,0.065479563
KOAc,PPhMe2,BuCN,0.153,105,0.0,0.035932514
KOPiv,P(fur)3,BuCN,0.153,105,57.68,0.0452668709999999
KOPiv,PPh2Me,BuCN,0.153,105,0.0,0.033582385
KOPiv,GorlosPhos HBF4,BuCN,0.153,105,30.77,0.044873663
KOPiv,JackiePhos,BuCN,0.153,105,23.1,0.362420721
KOPiv,CgMe-PPh,BuCN,0.153,105,69.2,0.064526925
KOPiv,PPhMe2,BuCN,0.153,105,0.0,0.034838214
CsOAc,P(fur)3,BuCN,0.153,105,31.29,0.091658989
CsOAc,PPh2Me,BuCN,0.153,105,0.0,0.080177131
CsOAc,GorlosPhos HBF4,BuCN,0.153,105,28.37,0.091449981
CsOAc,JackiePhos,BuCN,0.153,105,32.74,0.409089485
CsOAc,CgMe-PPh,BuCN,0.153,105,96.38,0.111330365
CsOAc,PPhMe2,BuCN,0.153,105,0.0,0.08143296
CsOPiv,P(fur)3,BuCN,0.153,105,52.69,0.132696569
CsOPiv,PPh2Me,BuCN,0.153,105,0.0,0.121050397
CsOPiv,GorlosPhos HBF4,BuCN,0.153,105,29.82,0.13233438
CsOPiv,JackiePhos,BuCN,0.153,105,13.99,0.449818785
CsOPiv,CgMe-PPh,BuCN,0.153,105,53.52,0.151874543
CsOPiv,PPhMe2,BuCN,0.153,105,0.0,0.122306226
KOAc,P(fur)3,BuOAc,0.153,105,14.19,0.041866937
KOAc,PPh2Me,BuOAc,0.153,105,0.0,0.030545517
KOAc,GorlosPhos HBF4,BuOAc,0.153,105,1.31,0.041607905
KOAc,JackiePhos,BuOAc,0.153,105,6.18,0.359241246
KOAc,CgMe-PPh,BuOAc,0.153,105,38.53,0.061175441
KOAc,PPhMe2,BuOAc,0.153,105,0.0,0.031801346
KOPiv,P(fur)3,BuOAc,0.153,105,36.7,0.040899246
KOPiv,PPh2Me,BuOAc,0.153,105,0.0,0.029451217
KOPiv,GorlosPhos HBF4,BuOAc,0.153,105,13.22,0.040580594
KOPiv,JackiePhos,BuOAc,0.153,105,6.7,0.358149871
KOPiv,CgMe-PPh,BuOAc,0.153,105,32.43,0.060046832
KOPiv,PPhMe2,BuOAc,0.153,105,0.0,0.030707046
CsOAc,P(fur)3,BuOAc,0.153,105,34.53,0.0874817869999999
CsOAc,PPh2Me,BuOAc,0.153,105,0.0,0.076045963
CsOAc,GorlosPhos HBF4,BuOAc,0.153,105,5.13,0.0871298369999999
CsOAc,JackiePhos,BuOAc,0.153,105,4.09,0.404729937
CsOAc,CgMe-PPh,BuOAc,0.153,105,50.69,0.106744282
CsOAc,PPhMe2,BuOAc,0.153,105,0.0,0.077301792
CsOPiv,P(fur)3,BuOAc,0.153,105,27.05,0.128312981
CsOPiv,PPh2Me,BuOAc,0.153,105,0.0,0.116919229
CsOPiv,GorlosPhos HBF4,BuOAc,0.153,105,9.03,0.128025039
CsOPiv,JackiePhos,BuOAc,0.153,105,3.13,0.445597804
CsOPiv,CgMe-PPh,BuOAc,0.153,105,22.88,0.147461129
CsOPiv,PPhMe2,BuOAc,0.153,105,0.0,0.118175058
KOAc,P(fur)3,p-Xylene,0.153,105,11.69,0.035557326
KOAc,PPh2Me,p-Xylene,0.153,105,0.0,0.024273053
KOAc,GorlosPhos HBF4,p-Xylene,0.153,105,0.83,0.035331102
KOAc,JackiePhos,p-Xylene,0.153,105,7.61,0.352961797
KOAc,CgMe-PPh,p-Xylene,0.153,105,41.64,0.054838238
KOAc,PPhMe2,p-Xylene,0.153,105,0.0,0.025528882
KOPiv,P(fur)3,p-Xylene,0.153,105,37.71,0.0345579929999999
KOPiv,PPh2Me,p-Xylene,0.153,105,0.22,0.023179556
KOPiv,GorlosPhos HBF4,p-Xylene,0.153,105,4.92,0.03425173
KOPiv,JackiePhos,p-Xylene,0.153,105,12.77,0.35188633
KOPiv,CgMe-PPh,p-Xylene,0.153,105,31.32,0.053706273
KOPiv,PPhMe2,p-Xylene,0.153,105,0.0,0.024434582
CsOAc,P(fur)3,p-Xylene,0.153,105,53.25,0.081209456
CsOAc,PPh2Me,p-Xylene,0.153,105,0.0,0.069773499
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,105,6.96,0.080853921
CsOAc,JackiePhos,p-Xylene,0.153,105,10.93,0.398474361
CsOAc,CgMe-PPh,p-Xylene,0.153,105,80.69,0.100481207
CsOAc,PPhMe2,p-Xylene,0.153,105,0.0,0.071029328
CsOPiv,P(fur)3,p-Xylene,0.153,105,15.44,0.121944725
CsOPiv,PPh2Me,p-Xylene,0.153,105,0.0,0.110646765
CsOPiv,GorlosPhos HBF4,p-Xylene,0.153,105,4.53,0.121718318
CsOPiv,JackiePhos,p-Xylene,0.153,105,10.46,0.439345911
CsOPiv,CgMe-PPh,p-Xylene,0.153,105,19.28,0.141130342
CsOPiv,PPhMe2,p-Xylene,0.153,105,0.0,0.111902594
KOAc,P(fur)3,DMAc,0.153,120,52.08,0.034091718
KOAc,PPh2Me,DMAc,0.153,120,7.5,0.022721597
KOAc,GorlosPhos HBF4,DMAc,0.153,120,14.06,0.033795527
KOAc,JackiePhos,DMAc,0.153,120,85.21,0.351606587
KOAc,CgMe-PPh,DMAc,0.153,120,98.38,0.053396793
KOAc,PPhMe2,DMAc,0.153,120,2.78,0.023963818
KOPiv,P(fur)3,DMAc,0.153,120,78.93,0.033074821
KOPiv,PPh2Me,DMAc,0.153,120,2.64,0.021613286
KOPiv,GorlosPhos HBF4,DMAc,0.153,120,61.33,0.032837496
KOPiv,JackiePhos,DMAc,0.153,120,43.12,0.350390951
KOPiv,CgMe-PPh,DMAc,0.153,120,99.81,0.0523066159999999
KOPiv,PPhMe2,DMAc,0.153,120,0.0,0.022861504
CsOAc,P(fur)3,DMAc,0.153,120,74.3,0.07965622
CsOAc,PPh2Me,DMAc,0.153,120,2.33,0.068207139
CsOAc,GorlosPhos HBF4,DMAc,0.153,120,40.26,0.079371502
CsOAc,JackiePhos,DMAc,0.153,120,39.57,0.396975463
CsOAc,CgMe-PPh,DMAc,0.153,120,99.22,0.098899661
CsOAc,PPhMe2,DMAc,0.153,120,2.79,0.069464293
CsOPiv,P(fur)3,DMAc,0.153,120,68.17,0.120511814
CsOPiv,PPh2Me,DMAc,0.153,120,10.49,0.109103928
CsOPiv,GorlosPhos HBF4,DMAc,0.153,120,54.83,0.12028677
CsOPiv,JackiePhos,DMAc,0.153,120,5.65,0.437750945
CsOPiv,CgMe-PPh,DMAc,0.153,120,92.19,0.139752661
CsOPiv,PPhMe2,DMAc,0.153,120,0.0,0.110329516
KOAc,P(fur)3,BuCN,0.153,120,3.04,0.045941634
KOAc,PPh2Me,BuCN,0.153,120,0.0,0.034676685
KOAc,GorlosPhos HBF4,BuCN,0.153,120,19.95,0.045884884
KOAc,JackiePhos,BuCN,0.153,120,20.72,0.363496747
KOAc,CgMe-PPh,BuCN,0.153,120,80.86,0.065710753
KOAc,PPhMe2,BuCN,0.153,120,0.0,0.035932514
KOPiv,P(fur)3,BuCN,0.153,120,53.11,0.045231781
KOPiv,PPh2Me,BuCN,0.153,120,0.0,0.033582385
KOPiv,GorlosPhos HBF4,BuCN,0.153,120,45.37,0.044985764
KOPiv,JackiePhos,BuCN,0.153,120,20.51,0.362400834
KOPiv,CgMe-PPh,BuCN,0.153,120,80.65,0.0646148409999999
KOPiv,PPhMe2,BuCN,0.153,120,0.0,0.034838214
CsOAc,P(fur)3,BuCN,0.153,120,30.17,0.09165039
CsOAc,PPh2Me,BuCN,0.153,120,0.0,0.080177131
CsOAc,GorlosPhos HBF4,BuCN,0.153,120,36.46,0.091512098
CsOAc,JackiePhos,BuCN,0.153,120,27.41,0.40904856
CsOAc,CgMe-PPh,BuCN,0.153,120,99.98,0.111358006
CsOAc,PPhMe2,BuCN,0.153,120,0.0,0.08143296
CsOPiv,P(fur)3,BuCN,0.153,120,49.48,0.132671922
CsOPiv,PPh2Me,BuCN,0.153,120,0.0,0.121050397
CsOPiv,GorlosPhos HBF4,BuCN,0.153,120,39.2,0.132406402
CsOPiv,JackiePhos,BuCN,0.153,120,13.79,0.449817249
CsOPiv,CgMe-PPh,BuCN,0.153,120,71.81,0.152014977
CsOPiv,PPhMe2,BuCN,0.153,120,0.0,0.122306226
KOAc,P(fur)3,BuOAc,0.153,120,13.12,0.041860919
KOAc,PPh2Me,BuOAc,0.153,120,0.0,0.030545517
KOAc,GorlosPhos HBF4,BuOAc,0.153,120,8.2,0.041646658
KOAc,JackiePhos,BuOAc,0.153,120,6.48,0.359242934
KOAc,CgMe-PPh,BuOAc,0.153,120,52.47,0.061253848
KOAc,PPhMe2,BuOAc,0.153,120,0.0,0.031801346
KOPiv,P(fur)3,BuOAc,0.153,120,31.43,0.040869605
KOPiv,PPh2Me,BuOAc,0.153,120,0.0,0.029451217
KOPiv,GorlosPhos HBF4,BuOAc,0.153,120,26.48,0.040655175
KOPiv,JackiePhos,BuOAc,0.153,120,6.87,0.358150828
KOPiv,CgMe-PPh,BuOAc,0.153,120,45.73,0.060121638
KOPiv,PPhMe2,BuOAc,0.153,120,0.0,0.030707046
CsOAc,P(fur)3,BuOAc,0.153,120,53.61,0.087589104
CsOAc,PPh2Me,BuOAc,0.153,120,0.0,0.076045963
CsOAc,GorlosPhos HBF4,BuOAc,0.153,120,23.3,0.087232035
CsOAc,JackiePhos,BuOAc,0.153,120,4.87,0.404734325
CsOAc,CgMe-PPh,BuOAc,0.153,120,62.33,0.106809752
CsOAc,PPhMe2,BuOAc,0.153,120,1.8,0.077311916
CsOPiv,P(fur)3,BuOAc,0.153,120,21.09,0.128279459
CsOPiv,PPh2Me,BuOAc,0.153,120,0.0,0.116919229
CsOPiv,GorlosPhos HBF4,BuOAc,0.153,120,22.22,0.1280992269999999
CsOPiv,JackiePhos,BuOAc,0.153,120,3.18,0.445598085
CsOPiv,CgMe-PPh,BuOAc,0.153,120,26.69,0.147482559
CsOPiv,PPhMe2,BuOAc,0.153,120,0.0,0.118175058
KOAc,P(fur)3,p-Xylene,0.153,120,11.99,0.035558421
KOAc,PPh2Me,p-Xylene,0.153,120,0.0,0.024273053
KOAc,GorlosPhos HBF4,p-Xylene,0.153,120,4.87,0.035345847
KOAc,JackiePhos,p-Xylene,0.153,120,7.88,0.3529627829999999
KOAc,CgMe-PPh,p-Xylene,0.153,120,60.29,0.054906306
KOAc,PPhMe2,p-Xylene,0.153,120,0.0,0.025528882
KOPiv,P(fur)3,p-Xylene,0.153,120,23.8,0.034507225
KOPiv,PPh2Me,p-Xylene,0.153,120,0.0,0.023178753
KOPiv,GorlosPhos HBF4,p-Xylene,0.153,120,17.56,0.034297863
KOPiv,JackiePhos,p-Xylene,0.153,120,13.33,0.351888374
KOPiv,CgMe-PPh,p-Xylene,0.153,120,44.47,0.053754267
KOPiv,PPhMe2,p-Xylene,0.153,120,0.0,0.024434582
CsOAc,P(fur)3,p-Xylene,0.153,120,53.02,0.081208617
CsOAc,PPh2Me,p-Xylene,0.153,120,0.0,0.069773499
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,120,11.49,0.080870455
CsOAc,JackiePhos,p-Xylene,0.153,120,10.77,0.398473777
CsOAc,CgMe-PPh,p-Xylene,0.153,120,91.19,0.100519529
CsOAc,PPhMe2,p-Xylene,0.153,120,0.0,0.071029328
CsOPiv,P(fur)3,p-Xylene,0.153,120,14.29,0.121940528
CsOPiv,PPh2Me,p-Xylene,0.153,120,1.6,0.110652605
CsOPiv,GorlosPhos HBF4,p-Xylene,0.153,120,8.39,0.121732406
CsOPiv,JackiePhos,p-Xylene,0.153,120,13.34,0.439356423
CsOPiv,CgMe-PPh,p-Xylene,0.153,120,19.13,0.141129795
CsOPiv,PPhMe2,p-Xylene,0.153,120,0.0,0.111902594
